produto;fornecedor;produto_nome;categoria;sub_categoria
F_9B0)4/$+I!U??=3&:++);Fornecedor 103;Produto 12521;Categoria 7;Subcategoria C7.1
"F=-+:?(U)/LAI:2'F;$T@0";Fornecedor 103;Produto 12522;Categoria 7;Subcategoria C7.1
P^C@K8_01:CO1B85N,TV*&;Fornecedor 101;Produto 12523;Categoria 7;Subcategoria C7.1
"FI`TB-5-""M\A($1FSN$;:!";Fornecedor 218;Produto 12524;Categoria 7;Subcategoria C7.1
"A;`:?N@*OF/5N?U6_!55,""";Fornecedor 103;Produto 12525;Categoria 7;Subcategoria C7.1
"G`;EO=<MI\]J0_=V@$4<I!";Fornecedor 105;Produto 12526;Categoria 7;Subcategoria C7.1
P@)QEJNP-/*'5/UZ4E>-,+;Fornecedor 65;Produto 12527;Categoria 7;Subcategoria C7.3
"P"".'&><-L3*G)4NW,;""HB%";Fornecedor 65;Produto 12528;Categoria 7;Subcategoria C7.3
GKEOLYUEK.,A^WL10J'2+,;Fornecedor 99;Produto 12529;Categoria 7;Subcategoria C7.1
"C<""LTKPM]<B7`.``-1AT$""";Fornecedor 99;Produto 12530;Categoria 7;Subcategoria C7.1
C*JIQ@OG<0YWBJ/B$-G,G,;Fornecedor 101;Produto 12531;Categoria 7;Subcategoria C7.1
C<BT5QH*)T(7`6-2<0_1)&;Fornecedor 101;Produto 12532;Categoria 7;Subcategoria C7.1
C*2BF15(MP/WBD[2-OD#?';Fornecedor 223;Produto 12533;Categoria 7;Subcategoria C7.1
"CD$@%W+R1C/7N?""65Y`H(-";Fornecedor 104;Produto 12534;Categoria 7;Subcategoria C7.1
"C&I^&PQK[^UWYB6JK""[KV&";Fornecedor 107;Produto 12535;Categoria 7;Subcategoria C7.1
"G(.U/F;#8W7J^CLQRMFT!)";Fornecedor 103;Produto 12536;Categoria 7;Subcategoria C7.1
GFAFZ!(&IDJ*SNY]A!-8@(;Fornecedor 103;Produto 12537;Categoria 7;Subcategoria C7.1
P<(&[YPTL]&'L+70<79AG+;Fornecedor 65;Produto 12538;Categoria 7;Subcategoria C7.3
"GFIX2#6];*T*S`,B5ADGX%";Fornecedor 103;Produto 12539;Categoria 7;Subcategoria C7.1
G4!P:?85G5>J==%S<_BV--;Fornecedor 103;Produto 12540;Categoria 7;Subcategoria C7.1
"NMZ.&""]'L2C-2ZD='I*A5.";Fornecedor 103;Produto 12541;Categoria 7;Subcategoria C7.1
C2<H/>^#T<&W8,5)Y5[2P';Fornecedor 104;Produto 12542;Categoria 7;Subcategoria C7.1
"CPW:0P($AOL7-9;7_*]J4!";Fornecedor 298;Produto 12543;Categoria 7;Subcategoria C7.1
CP_LHQ6[35V7-KN[RJ4:C#;Fornecedor 298;Produto 12544;Categoria 7;Subcategoria C7.1
CPO(XNZ,N)C7-_ZA]K'^W/;Fornecedor 253;Produto 12545;Categoria 7;Subcategoria C7.1
GR$]4XHI2ET*2$LVD3:[.(;Fornecedor 109;Produto 12546;Categoria 7;Subcategoria C7.1
MI57KE!,,*8VU9*FU%:'*);Fornecedor 102;Produto 12547;Categoria 7;Subcategoria C7.1
"M'93CSAF@KA685E""S$HI'-";Fornecedor 99;Produto 12548;Categoria 7;Subcategoria C7.1
DRT<EK#\YPELY8W1#F#@N/;Fornecedor 109;Produto 12549;Categoria 7;Subcategoria C7.1
GDV<=1YI-G0J^G21I,$^E0;Fornecedor 218;Produto 12550;Categoria 7;Subcategoria C7.1
"M')`T[UQ1.;68)FMV""3#!0";Fornecedor 255;Produto 12551;Categoria 7;Subcategoria C7.1
M'AE[TO=31K68GXFFD_X?*;Fornecedor 226;Produto 12552;Categoria 7;Subcategoria C7.1
DI<0K].+@[1_/0U3V3NK<0;Fornecedor 5;Produto 12553;Categoria 1;Subcategoria C1.1
DI$KD$5?>X!_/V4>TTX^_.;Fornecedor 5;Produto 12554;Categoria 1;Subcategoria C1.1
D#'\QAW]1((?$G!UAIIU!-;Fornecedor 5;Produto 12555;Categoria 1;Subcategoria C1.1
"FA];(]R_Y18@V*%L""KZ/.#";Fornecedor 10;Produto 12556;Categoria 1;Subcategoria C1.1
"EQ@A5O7RY-X""H14F""CK0@.";Fornecedor 10;Produto 10067;Categoria 1;Subcategoria C1.1
I!-M*3)9>2&L2V`2I]'SL$;Fornecedor 10;Produto 7500;Categoria 1;Subcategoria C1.1
"P""U@;^FO/;A]GD""<`SY8J/";Fornecedor 4;Produto 12557;Categoria 1;Subcategoria C1.1
G*M'(A1U9['*M40NW8D=>+;Fornecedor 104;Produto 12558;Categoria 7;Subcategoria C7.1
CT[U:%HZ%DW'U^U5MOA4L$;Fornecedor 4;Produto 12559;Categoria 1;Subcategoria C1.1
"PZ[=""%U@;3]GW0DF)""OX1$";Fornecedor 65;Produto 12560;Categoria 7;Subcategoria C7.3
I2$Q'$T*P:NJ#EXEOFB+0(;Fornecedor 25;Produto 12561;Categoria 1;Subcategoria C1.1
"D;8E:7SEN5S6AK;*R!%XB.";Fornecedor 4;Produto 12562;Categoria 1;Subcategoria C1.1
"D]48@^B1#TSV5R-)!9$'_""";Fornecedor 4;Produto 12563;Categoria 1;Subcategoria C1.1
ICQ+,,O2(NL,'SL^2T-P^*;Fornecedor 10;Produto 12564;Categoria 1;Subcategoria C1.1
LZM]ET_'8!SC7MJ%WV11F.;Fornecedor 25;Produto 12565;Categoria 1;Subcategoria C1.1
I]#!*LM?A)&L[_R,9I/(C$;Fornecedor 4;Produto 12566;Categoria 1;Subcategoria C1.1
IXQ,,OEWMMA*]4H&F8-DD(;Fornecedor 25;Produto 12567;Categoria 1;Subcategoria C1.1
"P^C1`*-%)^*]0PM7'!=""=.";Fornecedor 4;Produto 12568;Categoria 1;Subcategoria C1.1
"EAT>Z1;53$N"",*PQUQA4U)";Fornecedor 5;Produto 12569;Categoria 1;Subcategoria C1.1
"PZ;FC*M]FJCGW(75[""1;-0";Fornecedor 65;Produto 12570;Categoria 7;Subcategoria C7.3
LV<N*!F=1D<C`X5!^#UZ8-;Fornecedor 25;Produto 12571;Categoria 1;Subcategoria C1.1
"D.BJ#!F\/""UJLL""3*UW\N.";Fornecedor 4;Produto 12572;Categoria 1;Subcategoria C1.1
G4):F[%#.0S@<,+&!%36>0;Fornecedor 4;Produto 12573;Categoria 1;Subcategoria C1.1
GVUY]J)Z3C6`0'^O3:]^S';Fornecedor 4;Produto 12574;Categoria 1;Subcategoria C1.1
"I%.VPMFA1'PLIN';0S;2\.";Fornecedor 4;Produto 12575;Categoria 1;Subcategoria C1.1
"L8QY=""@BLB\#UI""8KXEQ:+";Fornecedor 25;Produto 12576;Categoria 1;Subcategoria C1.1
"D*9^"":*#3YTJ5VT,Z@_1E.";Fornecedor 5;Produto 12577;Categoria 1;Subcategoria C1.1
"GX15;0&FIB!DO\F+_3NGY!";Fornecedor 65;Produto 12578;Categoria 7;Subcategoria C7.3
D*IBS<FQX$(J52.$3A03^.;Fornecedor 5;Produto 12579;Categoria 1;Subcategoria C1.1
"CLX%Z,@BY=,@;:#4H$*-!&";Fornecedor 5;Produto 12580;Categoria 1;Subcategoria C1.1
"LV<_,,67H2IC`(PC:""Q5K0";Fornecedor 25;Produto 12581;Categoria 1;Subcategoria C1.1
"IG*<]UFZJ""`,>%4\[(7\J&";Fornecedor 4;Produto 12582;Categoria 1;Subcategoria C1.1
LV\'N1.TSI/C``B2,#38=!;Fornecedor 25;Produto 12583;Categoria 1;Subcategoria C1.1
"MK96""LI5XW`]""*+=IMOS5+";Fornecedor 65;Produto 12584;Categoria 7;Subcategoria C7.3
D*QT+>THKJ1J5`Z??!Y#F!;Fornecedor 5;Produto 12585;Categoria 1;Subcategoria C1.1
"DT/U%AGOVF;*F,81DHFZP+";Fornecedor 5;Produto 12586;Categoria 1;Subcategoria C1.1
"D64+F45,5K;J:11.<>*5'&";Fornecedor 5;Produto 12587;Categoria 1;Subcategoria C1.1
FE965N61S,Y7@1M&V]3KZ/;Fornecedor 172;Produto 12588;Categoria 1;Subcategoria C1.1
I1I+UMI'?0]LNA+0=N`M^(;Fornecedor 4;Produto 12589;Categoria 1;Subcategoria C1.1
G=<7*3KST.84%40TR:3-I+;Fornecedor 5;Produto 12590;Categoria 1;Subcategoria C1.1
"C^S+\OUH3$-V1'O""?V]G/&";Fornecedor 5;Produto 12591;Categoria 1;Subcategoria C1.1
"C^[=4Q#@&J6V1U;>K6FX`#";Fornecedor 5;Produto 12592;Categoria 1;Subcategoria C1.1
C^#PLR17Y/@V1C(ZWV.IH&;Fornecedor 5;Produto 12593;Categoria 1;Subcategoria C1.1
"C^;FUV[\13FV1M.-=7([R$";Fornecedor 5;Produto 12594;Categoria 1;Subcategoria C1.1
"L""(H_#%R$Y\C%(SMC_J7T'";Fornecedor 25;Produto 12595;Categoria 1;Subcategoria C1.1
I)G7DB.#+*0L`0)[5&AYZ-;Fornecedor 4;Produto 12596;Categoria 1;Subcategoria C1.1
I1IZRBY-(BPLN1QM`O$3L%;Fornecedor 4;Produto 12597;Categoria 1;Subcategoria C1.1
G9S$M\W0:=T4NE/_P%Y_C/;Fornecedor 5;Produto 12598;Categoria 1;Subcategoria C1.1
G9[6%^%(-#^4N3\:]EA05-;Fornecedor 5;Produto 12599;Categoria 1;Subcategoria C1.1
G9#I=_3__H'4N!IV)&*!]/;Fornecedor 5;Produto 12600;Categoria 1;Subcategoria C1.1
I)'@%H&@6AVL`(\I''#\L.;Fornecedor 4;Produto 12601;Categoria 1;Subcategoria C1.1
I)/R=I47)'`L`VH%4GK,>,;Fornecedor 4;Produto 12602;Categoria 1;Subcategoria C1.1
"IS5\.H=X[1M,C,D73%O;X!";Fornecedor 4;Produto 12603;Categoria 1;Subcategoria C1.1
GEV2FM@7X&84S^R^[AHN)(;Fornecedor 5;Produto 12604;Categoria 1;Subcategoria C1.1
"CYL'LEKEC%18;BV9[]3H8%";Fornecedor 4;Produto 12605;Categoria 1;Subcategoria C1.1
I.I$Z]FRU)&JEQ9FF]Z`O%;Fornecedor 5;Produto 12606;Categoria 1;Subcategoria C1.1
"I.Q62_TIHO/JE?&""S=CQ7(";Fornecedor 5;Produto 12607;Categoria 1;Subcategoria C1.1
J2^<@,Z]`SR>P!7RA\:IY$;Fornecedor 5;Produto 12608;Categoria 1;Subcategoria C1.1
J2&OX-(US9\>PO#.N<#:A';Fornecedor 5;Produto 12609;Categoria 1;Subcategoria C1.1
"M6]6R*>09;8I.9Z&X=%9J%";Fornecedor 65;Produto 12610;Categoria 7;Subcategoria C7.3
"IX_R;_+"".@&*V/*\>$`&`&";Fornecedor 5;Produto 12611;Categoria 1;Subcategoria C1.1
"IX?[\$$?9WL*V']J0%BI[""";Fornecedor 5;Produto 12612;Categoria 1;Subcategoria C1.1
JT*%9!V12PE^DT\*F2G4!-;Fornecedor 5;Produto 12613;Categoria 1;Subcategoria C1.1
"L@S<L""+MIZ<#CJJ*6B)+,#";Fornecedor 25;Produto 12614;Categoria 1;Subcategoria C1.1
"I*"".Y#)`R"".J5D0S$]^Q>0";Fornecedor 10;Produto 12615;Categoria 1;Subcategoria C1.1
"IT>_/)6IAES*?_;`,12O9%";Fornecedor 5;Produto 12616;Categoria 1;Subcategoria C1.1
"M1.CU$1!=0-D;<LII?(9]+";Fornecedor 65;Produto 12617;Categoria 7;Subcategoria C7.3
"IB>S5""_(9<0J8O+A##]GD*";Fornecedor 5;Produto 12618;Categoria 1;Subcategoria C1.1
"E(U\V&948[2W0M`^BR,;G'";Fornecedor 90;Produto 12619;Categoria 1;Subcategoria C1.1
"E(%AG)U""^8/W0):V[R=<`'";Fornecedor 90;Produto 12620;Categoria 1;Subcategoria C1.1
"F5R[V*\!I""K@Q#U0KNBP`'";Fornecedor 10;Produto 12621;Categoria 1;Subcategoria C1.1
F9S5?P)$SEA@(,6[NBRJB%;Fornecedor 10;Produto 12622;Categoria 1;Subcategoria C1.1
I*2RI&EN8.AJ5`IJ=]/3!,;Fornecedor 10;Produto 12623;Categoria 1;Subcategoria C1.1
"IBN7&%;W^GCJ8+E8<#.)'&";Fornecedor 5;Produto 12624;Categoria 1;Subcategoria C1.1
I*B6:)!=^9TJ5<#BV]@4:,;Fornecedor 10;Produto 12625;Categoria 1;Subcategoria C1.1
IHUE`.-LA8$*AQJ:`FRF@#;Fornecedor 10;Produto 12626;Categoria 1;Subcategoria C1.1
MSRPTR&!P]F$098536.V%';Fornecedor 65;Produto 12627;Categoria 7;Subcategoria C7.3
"AX8##H9V2J&_+8Z##C1H5""";Fornecedor 5;Produto 12628;Categoria 1;Subcategoria C1.1
"AB_F7W*NG,0?<B>SPHCJ:""";Fornecedor 5;Produto 12629;Categoria 1;Subcategoria C1.1
"J:KS!0G,\`#""[>-=)ZAAN,";Fornecedor 4;Produto 12630;Categoria 1;Subcategoria C1.1
"J:S%:1U#OF-""[,ZX5:*R?*";Fornecedor 4;Produto 12631;Categoria 1;Subcategoria C1.1
"EA\P23I,&JW"",X<-""2*EF'";Fornecedor 5;Produto 12632;Categoria 1;Subcategoria C1.1
"EA$AF^60+A^"",F)I.RR5.*";Fornecedor 5;Produto 12633;Categoria 1;Subcategoria C1.1
"E[^!@P+KYY]B`H)DO&[;H%";Fornecedor 5;Produto 12634;Categoria 1;Subcategoria C1.1
"EI><""9,T.9^""Z0LS7Y'WN&";Fornecedor 10;Produto 5429;Categoria 1;Subcategoria C1.1
"IDLY_GQRD/$**[<4P2Z;-(";Fornecedor 10;Produto 12635;Categoria 1;Subcategoria C1.1
F_`7`*3:.SA`!TX*75_%I&;Fornecedor 10;Produto 12636;Categoria 1;Subcategoria C1.1
IDT+8I_I7U-**I)P\RBL^%;Fornecedor 10;Produto 12637;Categoria 1;Subcategoria C1.1
IH-<)3W1Z)A*A[PME'L8A&;Fornecedor 10;Produto 12638;Categoria 1;Subcategoria C1.1
ABW#]J,]=F0?<D7U'*_^6!;Fornecedor 5;Produto 12639;Categoria 1;Subcategoria C1.1
"DM0!!S<""RG/VY@C!/'!Y)0";Fornecedor 4;Produto 12640;Categoria 1;Subcategoria C1.1
"D';DF1-88+V6N_\S(<:`\+";Fornecedor 4;Produto 12641;Categoria 1;Subcategoria C1.1
ATT8B+(A4X>(BCE-#P/<!#;Fornecedor 4;Produto 12642;Categoria 1;Subcategoria C1.1
AT\JZ,68'>H(B12I/0XLR0;Fornecedor 4;Produto 12643;Categoria 1;Subcategoria C1.1
"A>CL*&G<N1OHR;V8]5*OW0";Fornecedor 4;Produto 12644;Categoria 1;Subcategoria C1.1
"EI.)4A@__[W""ZDX9BZZ:##";Fornecedor 10;Produto 12645;Categoria 1;Subcategoria C1.1
"EI>+`-<ZW8(""Z`11[Z+<<#";Fornecedor 10;Produto 535;Categoria 1;Subcategoria C1.1
E#)()]TF`ETBNGX4#/#A=.;Fornecedor 10;Produto 12645;Categoria 1;Subcategoria C1.1
"IHM""F""/[7R$*ASC<7(.[<""";Fornecedor 10;Produto 12646;Categoria 1;Subcategoria C1.1
FWV17^I>''K`3U):#-W`S-;Fornecedor 10;Produto 12647;Categoria 1;Subcategoria C1.1
"JOV2Z1X%9II@?H4!_;>Y]$";Fornecedor 90;Produto 12648;Categoria 1;Subcategoria C1.1
M`6]PP*`9$PK.&?QQ':=K';Fornecedor 113;Produto 12649;Categoria 1;Subcategoria C1.1
M`&9`MN1TFSK.J%Z8')<2';Fornecedor 113;Produto 12650;Categoria 1;Subcategoria C1.1
"M`.\:ZL""^,SK.$FO:F^(O(";Fornecedor 113;Produto 12651;Categoria 1;Subcategoria C1.1
"F]><AKWC!!O(O6@!!Y2""E$";Fornecedor 96;Produto 12652;Categoria 2;Subcategoria C2.2
"LX+`]\7>-(((""NJDVG8JM&";Fornecedor 114;Produto 12653;Categoria 2;Subcategoria C2.2
PD:>\'HGF/''^>[#\NHK*0;Fornecedor 65;Produto 12654;Categoria 7;Subcategoria C7.3
"PDJ""M*$6,;:'^R'J&P;O5!";Fornecedor 65;Produto 12655;Categoria 7;Subcategoria C7.3
PD*+.0\R7R`'^JZ8XP]11-;Fornecedor 65;Produto 12656;Categoria 7;Subcategoria C7.3
"LXS)UXMXT6K(""(+:X&.7*(";Fornecedor 114;Produto 12657;Categoria 2;Subcategoria C2.2
L:H[DI_FM/8H-?K491[],.;Fornecedor 114;Produto 12658;Categoria 2;Subcategoria C2.2
M$@ZSB6SM[\KW?K-^Q=MJ/;Fornecedor 113;Produto 12659;Categoria 1;Subcategoria C1.1
"I^?=^\""A1^9ID1Y1MAZCR)";Fornecedor 32;Produto 12660;Categoria 2;Subcategoria C2.2
"P'7/V>_C@/-S'""[J[93K_0";Fornecedor 97;Produto 12661;Categoria 2;Subcategoria C2.2
F7)(H/@6S-EHC)&:%/?ML,;Fornecedor 193;Produto 12662;Categoria 2;Subcategoria C2.2
J5\B>`ZD*2W4A9E=S]Z/L/;Fornecedor 256;Produto 12663;Categoria 1;Subcategoria C1.1
M:IRN0)-S-@+Q_`+8E,KL,;Fornecedor 113;Produto 12664;Categoria 1;Subcategoria C1.1
M:!ZY?CLB_R+QUZXR$39B.;Fornecedor 113;Produto 12665;Categoria 1;Subcategoria C1.1
MX\27A%6MZ\K\@G9>0SCY0;Fornecedor 115;Produto 12666;Categoria 1;Subcategoria C1.1
PCFYM],>':7SP_M/O#&:O#;Fornecedor 97;Produto 12667;Categoria 2;Subcategoria C2.2
"I8R2\<!NJ'*)""HQ9C""$Q#(";Fornecedor 27;Produto 12668;Categoria 2;Subcategoria C2.2
F7_I?M3,W&=2/@%2.A:>&#;Fornecedor 26;Produto 12669;Categoria 2;Subcategoria C2.2
"P""E+@V""E>]D?Y2+U^A<=*&";Fornecedor 221;Produto 12670;Categoria 1;Subcategoria C1.1
"HLNGZ5""S>3PJS/@^R2G<F/";Fornecedor 198;Produto 12671;Categoria 5;Subcategoria C5.3
I0DG,/8HH1P&8J/=\69ZF(;Fornecedor 49;Produto 12672;Categoria 5;Subcategoria C5.1
I0<5T-*QUKF&88\X(W!+8&;Fornecedor 49;Produto 12673;Categoria 5;Subcategoria C5.1
I0T+]1T6.=#&8.VEC6(Y-(;Fornecedor 49;Produto 12674;Categoria 5;Subcategoria C5.1
"BQ4AC!.7HE,^""J2IY()Q)/";Fornecedor 198;Produto 12675;Categoria 5;Subcategoria C5.3
"PDQ1*H8M5Y6/3'R0Y>""`!+";Fornecedor 77;Produto 12676;Categoria 5;Subcategoria C5.1
PDI0TQZOY!:/3%Y.B]FK%,;Fornecedor 77;Produto 12677;Categoria 5;Subcategoria C5.1
PC6]#*$\'!:50A9DHVN*+);Fornecedor 115;Produto 12678;Categoria 1;Subcategoria C1.1
"P!Z2?H,M^G6U;NS+D@B?#!";Fornecedor 115;Produto 12679;Categoria 1;Subcategoria C1.1
"F;PP9;U9R>V2F@9K#6,[C,";Fornecedor 117;Produto 12680;Categoria 2;Subcategoria C2.2
FYMFI(&0=I+(86,H+$A%1&;Fornecedor 117;Produto 12681;Categoria 2;Subcategoria C2.2
"F]T&Z.CV0CVRQ;@N+@H`#'";Fornecedor 117;Produto 12682;Categoria 2;Subcategoria C2.2
P@`]@(-E+0+_$&%GXL:%F,;Fornecedor 256;Produto 12683;Categoria 1;Subcategoria C1.1
"IR0'D^;?ND3F,Y.M9MVF'!";Fornecedor 55;Produto 12684;Categoria 5;Subcategoria C5.1
"P@(0Y);<^U4_$88+L,RTT.";Fornecedor 256;Produto 12685;Categoria 1;Subcategoria C1.1
P@P9P%QVE$X_$JKO?L)$-,;Fornecedor 256;Produto 12686;Categoria 1;Subcategoria C1.1
"P@H'8$C_R>N_$@E<Z+0R"".";Fornecedor 256;Produto 12687;Categoria 1;Subcategoria C1.1
"PHZ]*/TF2""7/\0D*I**UN/";Fornecedor 199;Produto 12688;Categoria 5;Subcategoria C5.1
P@0S369-(<4_$RX`MKGA10;Fornecedor 256;Produto 12689;Categoria 1;Subcategoria C1.1
"P%[;%#JUQ<`U$>%02MTG3$";Fornecedor 115;Produto 12690;Categoria 1;Subcategoria C1.1
I4-+LP[$:#*&!LT%>##2/);Fornecedor 201;Produto 12691;Categoria 5;Subcategoria C5.1
"I4=O<S7S_.=&!0;.%#R0V(";Fornecedor 201;Produto 12692;Categoria 5;Subcategoria C5.1
"IV)/TB;J%B`FU>:>B9/]6!";Fornecedor 202;Produto 12693;Categoria 5;Subcategoria C5.1
"IV9SDEW8KM3FU""!G)9^[]0";Fornecedor 206;Produto 12694;Categoria 5;Subcategoria C5.1
"BM#C*9DFXV""^9>GMR[E'70";Fornecedor 198;Produto 12695;Categoria 5;Subcategoria C5.3
"P%KW4`-',1MU$""L8YLCFZ#";Fornecedor 115;Produto 12696;Categoria 1;Subcategoria C1.1
LK5%GF*UN&SS:SE#SG.`D$;Fornecedor 116;Produto 12697;Categoria 2;Subcategoria C2.2
LKE85>VI]10S:7,,:G]^+$;Fornecedor 116;Produto 12698;Categoria 2;Subcategoria C2.2
P%[B\HFOT[=3E8SRQZ<8:*;Fornecedor 116;Produto 12699;Categoria 2;Subcategoria C2.2
FY5P@$<J$XN(8@2[PD:W1);Fornecedor 117;Produto 12700;Categoria 2;Subcategoria C2.2
FY->(#.S12E(8._6]$#(#';Fornecedor 117;Produto 12701;Categoria 2;Subcategoria C2.2
L)!+6P`IJV?3/4XW#>#<4/;Fornecedor 116;Produto 12702;Categoria 2;Subcategoria C2.2
"L)A""UJ(-?-03/<%)2=A9B.";Fornecedor 116;Produto 12703;Categoria 2;Subcategoria C2.2
"L-:;':X1-+S3FNL&[QJE.*";Fornecedor 96;Produto 12704;Categoria 2;Subcategoria C2.2
"BIJ29OL^50&^4772;_-(`)";Fornecedor 198;Produto 12705;Categoria 5;Subcategoria C5.3
"F],L`'=B24=RQ1:;F_N.#$";Fornecedor 117;Produto 12706;Categoria 2;Subcategoria C2.2
M5/**/-BR=:DZ)$#+>J'/!;Fornecedor 54;Produto 12707;Categoria 5;Subcategoria C5.1
M5G`23W'+/WDZ_]OE]PU$#;Fornecedor 58;Produto 12708;Categoria 5;Subcategoria C5.1
PDIA`IP!]!E_M7$RV7`W@0;Fornecedor 2;Produto 12709;Categoria 1;Subcategoria C1.1
"P.HJ;R;E355?TYGUS%MND-";Fornecedor 2;Produto 12710;Categoria 1;Subcategoria C1.1
P]XGTW.Q=63URFZ3+6V^2+;Fornecedor 115;Produto 12711;Categoria 1;Subcategoria C1.1
P*7*T&,I)XSOP+7T[?T=$';Fornecedor 49;Produto 12712;Categoria 5;Subcategoria C5.1
P*W25,$&5/:OP3D%*?2[(+;Fornecedor 183;Produto 12713;Categoria 5;Subcategoria C5.1
"P<7XRC#]_O9/=+,T""WX,<.";Fornecedor 204;Produto 12714;Categoria 5;Subcategoria C5.1
"FC6);AFNR7Z0J3@#/.W2$(";Fornecedor 205;Produto 12715;Categoria 5;Subcategoria C5.1
"PQ=TT-L^]I?UW9^(81;:5%";Fornecedor 118;Produto 12716;Categoria 1;Subcategoria C1.1
"LOV6N&@:M`9SQ?MV=;-YM!";Fornecedor 26;Produto 12717;Categoria 2;Subcategoria C2.2
M5O2K4%_]T`DZ1149=(%=0;Fornecedor 205;Produto 12718;Categoria 5;Subcategoria C5.1
LK].>B@/6#MS:-&YT&$M!&;Fornecedor 119;Produto 12719;Categoria 2;Subcategoria C2.2
FY[MG?SQBE3R:)YPB+?4A&;Fornecedor 116;Produto 12720;Categoria 2;Subcategoria C2.2
"FY;E&:[47.MR:Q1]W-%\`#";Fornecedor 116;Produto 12721;Categoria 2;Subcategoria C2.2
FC:NABFXMA=24#OD^=#?V);Fornecedor 116;Produto 12722;Categoria 2;Subcategoria C2.2
P8&<H^_7JOG_R@-/EUS+T%;Fornecedor 5;Produto 12723;Categoria 1;Subcategoria C1.1
L1GT9!BX!>P1!$U^+]:DM$;Fornecedor 205;Produto 12724;Categoria 5;Subcategoria C5.1
P?].7VL'3)@5G[-S?*6T[(;Fornecedor 115;Produto 12725;Categoria 1;Subcategoria C1.1
P^KR#:-($`LO1TKYAL+F9(;Fornecedor 49;Produto 12726;Categoria 5;Subcategoria C5.1
"P3""QQPQ$Z6#5L6JT!(AW=0";Fornecedor 118;Produto 12727;Categoria 1;Subcategoria C1.1
"I&2M>%""W_XSI2&BO;))7=$";Fornecedor 32;Produto 12728;Categoria 2;Subcategoria C2.2
PC.#EYBXNHZSP)TB4D_KY!;Fornecedor 96;Produto 12729;Categoria 2;Subcategoria C2.2
F7#7QMAYNB#03OEAR967)*;Fornecedor 49;Produto 12730;Categoria 5;Subcategoria C5.1
"I8L=6'B#8Q+R,+2-XX(;^,";Fornecedor 120;Produto 12731;Categoria 2;Subcategoria C2.2
L5P/8=-XGXC1J],6?JF>1!;Fornecedor 204;Produto 12732;Categoria 5;Subcategoria C5.1
P]@QKSD+%EVURX-X^U-NA-;Fornecedor 115;Produto 12733;Categoria 1;Subcategoria C1.1
F1D>KG[NSP_(J96Y.=T48,;Fornecedor 120;Produto 12734;Categoria 2;Subcategoria C2.2
"C(YTW-0:-*7EZ77>""Z(RY.";Fornecedor 202;Produto 12735;Categoria 5;Subcategoria C5.1
"FYW(A>SGG;PP'0X5#0+SX$";Fornecedor 57;Produto 12736;Categoria 5;Subcategoria C5.1
"PL3P*\1:/%""__85!C/XRK'";Fornecedor 2;Produto 12737;Categoria 1;Subcategoria C1.1
MOIBB[)@5-*$!\!ID*39E!;Fornecedor 205;Produto 12738;Categoria 5;Subcategoria C5.1
M1.PAI_?HZCDUXM4.!96W';Fornecedor 199;Produto 12739;Categoria 5;Subcategoria C5.1
"L1;UO_%47NI3]2GH7F+A)(";Fornecedor 93;Produto 12740;Categoria 2;Subcategoria C2.2
B=D:$W7.A2^UIE_5N5DVF&;Fornecedor 198;Produto 12741;Categoria 5;Subcategoria C5.3
L1[L.Z-W+%:3]:TYEEI>7';Fornecedor 26;Produto 12742;Categoria 2;Subcategoria C2.2
F?[7(8?LA(_H1N457XQE[(;Fornecedor 98;Produto 12743;Categoria 2;Subcategoria C2.2
J3A$&\2RE[@V$TE\7(Q/,!;Fornecedor 84;Produto 12744;Categoria 1;Subcategoria C1.1
"JIRP=!TV+B06^E.?E;W\<0";Fornecedor 186;Produto 12745;Categoria 1;Subcategoria C1.1
"JI""F0/`>(N96^1""Y::$9($";Fornecedor 121;Produto 12746;Categoria 1;Subcategoria C1.1
G1+H68IA?-I!A7NVTH$SO/;Fornecedor 101;Produto 12747;Categoria 5;Subcategoria C5.1
LTZPB)^S&KQ(K5O76U,UO*;Fornecedor 93;Produto 12748;Categoria 2;Subcategoria C2.2
L)5<8SJ%(,P1379RK4JN0);Fornecedor 78;Produto 12749;Categoria 5;Subcategoria C5.1
"O90=Q7OJEL\G)`"">GYRG(-";Fornecedor 198;Produto 12750;Categoria 5;Subcategoria C5.3
JM+!/KK>N(-6G+:0N'0SB%;Fornecedor 121;Produto 12751;Categoria 1;Subcategoria C1.1
J+'KNW]!0$-VR&A3V1L8,+;Fornecedor 118;Produto 12752;Categoria 1;Subcategoria C1.1
M%C'OQ0%,40D61HW7/T#Z%;Fornecedor 206;Produto 12753;Categoria 5;Subcategoria C5.1
"F!0C;99Q\&?(&G.]2L`Y4!";Fornecedor 26;Produto 12754;Categoria 2;Subcategoria C2.2
"L6OS4%`;62KHV,$7P\QQ@""";Fornecedor 93;Produto 12755;Categoria 2;Subcategoria C2.2
F]XS+/QC(MSPP7Q-<:WSR%;Fornecedor 206;Produto 12756;Categoria 5;Subcategoria C5.1
"J+W&^TA3JF0VRJ'<=1;7S*";Fornecedor 118;Produto 12757;Categoria 1;Subcategoria C1.1
"J+?0UPWM1USVR\:`0QR&""-";Fornecedor 118;Produto 12758;Categoria 1;Subcategoria C1.1
J+_I8!@$T,0VR$H1?P0$0,;Fornecedor 118;Produto 12759;Categoria 1;Subcategoria C1.1
